name,freelance,createdAt,profileName,totalNumberOfFollowing,totalNumberOfFollowers,vizCount,visibleWorkbookCount,lastPublishDate,organization,title,bio,featuredVizRepoUrl,profileUrl,country,state,city
Grace Wang,False,2017-12-01,grace.wang7976,0,0,6,3,2017-12-19,Alliant,,,,https://public.tableau.com/app/profile/grace.wang7976,United States,California,San Francisco
Bin Jin,False,2017-12-01,bin.jin,0,0,9,2,2017-12-02,,,,,https://public.tableau.com/app/profile/bin.jin,United States,California,South San Francisco
Francisco Pellecer,False,2017-11-01,francisco.pellecer,0,0,57,16,2018-01-07,AT&T,,,Book3_6468,https://public.tableau.com/app/profile/francisco.pellecer,United States,California,North Hollywood
Prithi Dominic Savio,False,2017-11-01,prithi.dominic.savio,0,0,22,1,2018-10-01,,,,,https://public.tableau.com/app/profile/prithi.dominic.savio,United States,California,Los Angeles
Rakesh Reddy Pasnuru,False,2017-11-01,rakesh.reddy.pasnuru,4,0,41,9,2018-03-28,,,,,https://public.tableau.com/app/profile/rakesh.reddy.pasnuru,United States,California,San Diego
Fu Chen,False,2021-03-01,fu.chen,0,0,28,5,2021-04-28,Columbia University,,,,https://public.tableau.com/app/profile/fu.chen,United States,California,CHINO HILLS
Austin Mertz,False,2017-10-01,austin.mertz,0,0,15,4,2017-12-21,,,🐝👀,PresidentialTripsofBarackObama,https://public.tableau.com/app/profile/austin.mertz,United States,California,Mountain View
Carissa Cullum,False,2017-10-01,carissa.cullum,0,0,68,11,2017-10-27,Udacity,,,FlightDelays_18,https://public.tableau.com/app/profile/carissa.cullum,United States,California,Mountain View
Renato Roschel,False,2017-10-01,renato2990,2,0,0,0,,Eros Now,,,,https://public.tableau.com/app/profile/renato2990,United States,California,San Jose
Sasha Prokhorova,False,2017-10-01,alexandra.prokhorova,1,0,5,1,2020-09-18,Metis,,,,https://public.tableau.com/app/profile/alexandra.prokhorova,United States,California,San Francisco
JINGJIE LI,False,2017-10-01,jingjie.li,1,0,0,0,,Castlight,,,,https://public.tableau.com/app/profile/jingjie.li,United States,California,San Francisco
Thomas Pope,False,2017-10-01,thomas.pope,0,0,2,2,2017-10-26,U C Davis Medical,,,VizChallenge-TDP,https://public.tableau.com/app/profile/thomas.pope,United States,California,
Joshua Jones,False,2017-10-01,joshuajones,1,0,0,0,,"Analytica Consulting, LLC",,,,https://public.tableau.com/app/profile/joshuajones,United States,California,Sacramento
Adrian Cotter,False,2017-10-01,adrian.cotter,1,0,0,0,,Sierra Club,,,,https://public.tableau.com/app/profile/adrian.cotter,United States,California,Oakland
Haftom Gebrekristos,False,2017-10-01,haftom.gebrekristos,0,0,20,9,2019-10-25,Infosys,,,,https://public.tableau.com/app/profile/haftom.gebrekristos,United States,California,los Angles
Valerie Coleman,False,2017-09-01,valerie.coleman,0,0,7,1,2017-09-28,City and County of San Francisco,,,,https://public.tableau.com/app/profile/valerie.coleman,United States,California,
Dhruv Patel,False,2017-09-01,dhruv.patel,0,0,14,5,2020-11-24,UCLA,,,,https://public.tableau.com/app/profile/dhruv.patel,United States,California,Los Angeles
Patricia Fancher,False,2017-09-01,patricia.fancher,0,0,1,1,2017-09-25,"University of California, Santa Barbara",,,,https://public.tableau.com/app/profile/patricia.fancher,,CA,SANTA BARBARA
Nathan,False,2017-09-01,nathan2804,0,0,3,1,2017-09-13,UC Davis Health,,,,https://public.tableau.com/app/profile/nathan2804,United States,California,Sacramento
Noel Sousa,False,2017-09-01,noel.sousa,0,0,14,1,2017-09-11,UCDavis Health,,,,https://public.tableau.com/app/profile/noel.sousa,United States,California,Sacramento
Eden Hood ,False,2017-09-01,eden.hood,0,0,7,5,2017-12-06,Mills College,,,BernieStates,https://public.tableau.com/app/profile/eden.hood,United States,California,Oakland
Patrick Murphy,False,2021-03-01,patrick.murphy6458,0,0,21,3,2021-03-12,PSE Healthy Energy,,,,https://public.tableau.com/app/profile/patrick.murphy6458,United States,California,Oakland
Sharmila Roy Chowdhury,False,2017-08-01,sharmila.roy.chowdhury,3,0,0,0,,,,,,https://public.tableau.com/app/profile/sharmila.roy.chowdhury,United States,California,San Francisco
Waael Nasser Zahriya,False,2017-08-01,waael.nasser.zahriya,0,0,3,2,2018-03-16,,,,,https://public.tableau.com/app/profile/waael.nasser.zahriya,United States,California,San Jose
Marc Abrams,False,2017-07-01,marc.abrams,0,0,1,1,2017-07-26,Telestax,,,,https://public.tableau.com/app/profile/marc.abrams,United States,California,Newport Beach
Chen Chengyi (Jeff),False,2017-07-01,chen.chengyi.jeff.,0,0,5,1,2017-07-18,,,,,https://public.tableau.com/app/profile/chen.chengyi.jeff.,United States,California,Los Angeles
L.Jamoosian,False,2017-06-01,l.jamoosian,0,0,24,3,2017-06-26,Cabrillo College,,,PersistenceDashboard,https://public.tableau.com/app/profile/l.jamoosian,United States,California,Aptos
Michelle Leuenberger,False,2017-06-01,michelle.leuenberger,0,0,20,2,2017-06-29,UC Berkeley,,,,https://public.tableau.com/app/profile/michelle.leuenberger,United States,California,Berkeley
sanket zambre,False,2017-06-01,sanketzambre,0,0,31,6,2017-08-10,OxGord Inc,,,,https://public.tableau.com/app/profile/sanketzambre,United States,California,los angeles
Yen-Ling Kuo,False,2020-09-01,yen.ling.kuo,1,2,30,3,2020-09-21,UCLA Anderson school of Management,,,,https://public.tableau.com/app/profile/yen.ling.kuo,United States,California,Los Angeles
sivanarayana,False,2017-06-01,sivanarayana,0,0,7,3,2017-06-11,Personal Learning,,,,https://public.tableau.com/app/profile/sivanarayana,United States,California,san jose
Ravi Kosaraju,False,2017-06-01,ravi.kosaraju,0,0,6,4,2017-06-18,None,,,,https://public.tableau.com/app/profile/ravi.kosaraju,United States,California,San Francisco
Coach Milan,False,2017-05-01,myteam,0,0,49,4,2017-12-10,f.c.Mytem,,,GamereportU-04Fall2017,https://public.tableau.com/app/profile/myteam,United States,California,Duarte
Jax Sargent,False,2017-05-01,jax.sargent7164,0,0,1,1,2017-06-15,AT&T,,,,https://public.tableau.com/app/profile/jax.sargent7164,United States,California,El Segundo
Taianne,False,2017-05-01,taianne,2,0,0,0,,Capital Group,,,,https://public.tableau.com/app/profile/taianne,United States,California,Los Angeles
Affinity Solutions,False,2017-05-01,affinitysolutions,0,0,67,7,2017-07-11,Affinity Solutions,,,,https://public.tableau.com/app/profile/affinitysolutions,United States,California,San Jose
Wes White,False,2017-05-01,wes.white,0,0,3,1,2017-05-16,TechSoup,,,,https://public.tableau.com/app/profile/wes.white,United States,California,San Francisco
Mark Bixby,False,2020-10-01,mark.bixby,0,10,45,13,2021-11-11,,,A man of many talents who believes that data to the people is power to the people.,,https://public.tableau.com/app/profile/mark.bixby,United States,California,Huntington Beach
Philip LeCocq,False,2017-04-01,philip.lecocq,0,0,42,0,2018-06-12,California Dept of Water Resources,,,,https://public.tableau.com/app/profile/philip.lecocq,United States,,Sacramento
Abraham Tom,False,2017-04-01,abraham.tom,0,0,6,1,2017-05-23,ripple,,,,https://public.tableau.com/app/profile/abraham.tom,United States,California,San Francisco
Hoai Huong Le,False,2017-04-01,hoai2965,0,0,34,13,2017-09-09,,,Business Analyst,,https://public.tableau.com/app/profile/hoai2965,United States,California,San Jose
Jaxily,False,2017-04-01,jaxily,0,0,33,4,2017-06-11,Jaxily LLC,,,,https://public.tableau.com/app/profile/jaxily,United States,California,San Jose
Peter Begle,False,2017-03-01,peter.begle,0,0,5,2,2017-11-06,BusinessOnline,,,Manufacturing_Dashboard_set,https://public.tableau.com/app/profile/peter.begle,United States,California,San Diego
Youhee Choi,False,2017-03-01,youhee.choi,0,0,23,2,2018-08-14,UC Berkeley,,,,https://public.tableau.com/app/profile/youhee.choi,United States,California,Berkeley
Seafood Watch,False,2021-02-01,seafood.watch,0,0,103,1,2021-11-04,Monterey Bay Aquarium,,,,https://public.tableau.com/app/profile/seafood.watch,United States,California,Monterey
Jeffrey Hawkins,False,2017-03-01,jeffrey.hawkins,0,0,6,1,2021-04-28,Hawkins Consulting,,,,https://public.tableau.com/app/profile/jeffrey.hawkins,United States,California,Oakland
Spike,False,2017-03-01,spike5676,0,0,6,5,2017-05-17,Urban Strategies Council,,,,https://public.tableau.com/app/profile/spike5676,United States,California,Oakland
Irfan Ortak,False,2017-03-01,irfan.ortak,0,0,211,17,2019-12-03,College of Alameda,,,,https://public.tableau.com/app/profile/irfan.ortak,United States,California,Alameda
Mathias Kuhlmann,False,2017-03-01,mathias.kuhlmann,0,0,7,2,2017-03-09,UCLA,,,,https://public.tableau.com/app/profile/mathias.kuhlmann,United States,California,Los Angeles
Vicente Ceja,False,2017-03-01,vicente.ceja,0,0,9,3,2017-03-20,UCLA,,,RecentEarthquakesintheUSinthePast30Days,https://public.tableau.com/app/profile/vicente.ceja,United States,California,Los Angeles
Dahlia Alamy,False,2017-03-01,dahlia.alamy,0,0,18,3,2019-11-09,UCLA,,,UCLAAdvancedPhysicalAbuseTrainingSurveyReview,https://public.tableau.com/app/profile/dahlia.alamy,United States,California,Granada Hills
Rajat Sharma,False,2017-02-01,carajat.sharma,1,0,6,2,2017-11-13,IXia,,,QuantifiedSelf_7,https://public.tableau.com/app/profile/carajat.sharma,United States,California,Woodland Hills
Moulik Dhade,False,2021-02-01,moulik.dhade,2,0,14,2,2021-03-26,,Student and BI Developer,Analytics Student.,,https://public.tableau.com/app/profile/moulik.dhade,United States,California,San Francisco
Elizabeth,False,2017-01-01,elizabeth4494,0,0,2,1,2017-01-18,NFFE 1450,,,,https://public.tableau.com/app/profile/elizabeth4494,United States,California,Long Beach
Todd McLeod,False,2016-12-01,todd.mcleod,0,0,7,7,2016-12-28,Fresno Radon,,,,https://public.tableau.com/app/profile/todd.mcleod,United States,California,Fresno
Romain Decourtye,False,2021-02-01,romain.numerals,1,0,0,0,,Romain Numerals,,,,https://public.tableau.com/app/profile/romain.numerals,United States,California,San Diego
Edith Butlee,False,2016-12-01,edith.butlee,0,0,21,3,2016-12-15,UCSF,,,,https://public.tableau.com/app/profile/edith.butlee,United States,California,San Francisco
Duane Kubischta,False,2016-12-01,duane.kubischta,0,0,2,1,2017-03-20,kW Engineering,,,,https://public.tableau.com/app/profile/duane.kubischta,United States,California,Oakland
Hayley Stevens,False,2016-11-01,hayley.stevens,11,0,1,1,2019-04-21,Slalom,,,TheBigMac-TheEconomist,https://public.tableau.com/app/profile/hayley.stevens,United States,California,Los Angeles
Yasir Hameed,False,2016-10-01,yasir.hameed4436,0,0,5,2,2016-10-30,un-mapped,,,,https://public.tableau.com/app/profile/yasir.hameed4436,United States,California,Oakland
Paola Nicole Avellanet Caminero,False,2021-02-01,paola.nicole.avellanet.caminero,0,0,33,7,2021-02-27,,,,,https://public.tableau.com/app/profile/paola.nicole.avellanet.caminero,United States,California,San Francisco
Janelle Woodward ,False,2016-09-01,janelle.woodward,1,0,0,0,,Rcoe,,,,https://public.tableau.com/app/profile/janelle.woodward,United States,California,Riverside
,False,2016-09-01,rosemary.comella,0,0,5,2,2017-03-19,Heart Hayward,,,,https://public.tableau.com/app/profile/rosemary.comella,United States,California,HAYWARD
Greg Hill Jr.,False,2016-09-01,greg.hill.jr.,0,0,59,8,2021-09-27,,,,,https://public.tableau.com/app/profile/greg.hill.jr.,United States,California,Los Angeles
Roscoe Marter,False,2016-09-01,roscoe.marter,0,0,46,6,2016-12-13,UMASS,,,,https://public.tableau.com/app/profile/roscoe.marter,United States,California,Stevenson Ranch
Siddhi Shroff,False,2016-08-01,siddhi6135,0,0,11,1,2016-09-01,Imaginea Technologies,,,,https://public.tableau.com/app/profile/siddhi6135,United States,California,Mountain View
Malcolm Olsen,False,2016-08-01,malcolm.olsen,3,0,32,9,2018-04-10,Glidewell Laboratories,,,MassShootingsinAmerica_0,https://public.tableau.com/app/profile/malcolm.olsen,United States,California,Irvine
Pete Swearengen,False,2016-08-01,idyllist,0,0,44,3,2019-03-11,"Idyllist, Inc.",,,,https://public.tableau.com/app/profile/idyllist,United States,California,SAN FRANCISCO
Charlton Clemens,False,2016-08-01,cclemens31,2,0,0,0,,"GoPro, Inc.",,,,https://public.tableau.com/app/profile/cclemens31,United States,California,San Mateo
Carl Stronach,False,2016-08-01,carl.stronach,0,0,1020,93,2019-02-01,Experian,,,MiningBankruptciesContinueAscent,https://public.tableau.com/app/profile/carl.stronach,United States,California,Costa Mesa
Ramya,False,2016-08-01,ramya2210,5,0,6,1,2016-08-08,,,,,https://public.tableau.com/app/profile/ramya2210,United States,California,San Francisco Bay Area
Erika Reid,False,2016-07-01,erika.reid,0,0,49,6,2016-09-08,Slalom,,,,https://public.tableau.com/app/profile/erika.reid,United States,California,San Francisco
John Y Miller,False,2016-07-01,john.y.miller,1,0,11,3,2016-07-25,,,,,https://public.tableau.com/app/profile/john.y.miller,United States,California,San Francisco
David Alan Morgan,False,2016-07-01,david.alan.morgan1969,0,0,4,0,2016-07-12,Sungevity,,,,https://public.tableau.com/app/profile/david.alan.morgan1969,United States,California,Oakland
Peter Slaats,False,2016-07-01,peter.slaats,0,0,6,1,2016-07-25,UCLA,,,,https://public.tableau.com/app/profile/peter.slaats,United States,California,Los Angeles
Mike Evans,False,2016-06-01,mike.evans4471,0,0,19,5,2017-06-25,DataVisto,,,Wherehaveallthepresidentialbeardsgone,https://public.tableau.com/app/profile/mike.evans4471,United States,California,San Francisco
Lily Elizabeth John,False,2016-06-01,lily.elizabeth.john,0,0,27,6,2020-07-27,,,,,https://public.tableau.com/app/profile/lily.elizabeth.john,United States,California,San Jose
Cesar Corona,False,2016-06-01,cesar.corona,5,0,289,26,2021-10-10,Connecta,,,WorldExpos20180810,https://public.tableau.com/app/profile/cesar.corona,United States,California,Los Angeles
Visualware Inc.,False,2016-06-01,visualware,0,0,6,2,2017-05-02,Visualware Inc.,,,,https://public.tableau.com/app/profile/visualware,United States,California,Los Angeles
Chris Ringewald,False,2016-06-01,chris.ringewald,0,0,36,6,2020-09-21,Advancement Project,,,,https://public.tableau.com/app/profile/chris.ringewald,United States,California,Alameda
Luke Burris,False,2016-05-01,luke.burris,0,0,6,1,2016-05-31,CMG Financial,,,,https://public.tableau.com/app/profile/luke.burris,United States,California,Milpitas
Matt Phillips,False,2016-05-01,matt.phillips,0,0,8,2,2016-07-29,"Cegment, Inc.",,,,https://public.tableau.com/app/profile/matt.phillips,United States,California,Sacramento
Lisa Bryant,False,2016-05-01,lisa.bryant,1,0,0,0,,"CSU, Fresno",,,,https://public.tableau.com/app/profile/lisa.bryant,United States,California,Fresno
Tom Hanson,False,2016-05-01,tom.hanson,0,0,29,3,2016-12-20,WestEd,,,,https://public.tableau.com/app/profile/tom.hanson,United States,California,Los Alamitos
Leena Bhai,False,2016-04-01,leena.bhai,7,0,24,4,2020-08-03,,,Excited about being here!,,https://public.tableau.com/app/profile/leena.bhai,United States,California,
David Grover,False,2016-04-01,david.grover5834,4,0,0,0,,Financial Engines,,,,https://public.tableau.com/app/profile/david.grover5834,United States,California,Sunnyvale
Datascool,False,2016-03-01,shivanankari.shivanna,2,0,4,1,2020-04-04,Datascool,,,,https://public.tableau.com/app/profile/shivanankari.shivanna,United States,California,San Diego
Diego Varela,False,2016-03-01,diego.varela,0,0,7,1,2016-03-24,Globant,,,,https://public.tableau.com/app/profile/diego.varela,United States,California,Walnut Creek
Hannah Phillips,False,2016-03-01,hannah.phillips,1,0,1,1,2020-01-10,ResMed,,,,https://public.tableau.com/app/profile/hannah.phillips,United States,California,San Diego
Eugene Chudzilouski,False,2016-03-01,eugene3624,5,0,19,5,2018-01-18,,,,,https://public.tableau.com/app/profile/eugene3624,United States,California,San Francisco Bay Area
Bassam AK,False,2016-02-01,bassam.ak,0,0,1,1,2016-02-13,Self,,,,https://public.tableau.com/app/profile/bassam.ak,United States,California,Los Angeles
Meredith,False,2016-02-01,meredith2711,0,0,6,1,2016-02-03,Occidental College,,,,https://public.tableau.com/app/profile/meredith2711,United States,California,Los Angeles
Alex Campbell,False,2016-01-01,snowventures,0,0,112,6,2017-11-03,Snow Ventures,,,,https://public.tableau.com/app/profile/snowventures,United States,California,San Francisco
Vasu Bathula,False,2016-01-01,vasu.bathula,0,0,80,13,2019-07-17,Autodesk,,,,https://public.tableau.com/app/profile/vasu.bathula,United States,California,San Rafael
HeggyHere,False,2016-01-01,heggyhere,1,0,11,4,2021-03-29,Cisco Skillzone,,,,https://public.tableau.com/app/profile/heggyhere,United States,California,San Jose
Kenneth Le,False,2015-12-01,kenneth.le,0,0,5,1,2015-12-16,"Etc,",,,,https://public.tableau.com/app/profile/kenneth.le,United States,California,San Jose
Nitin Varshney,False,2015-12-01,nitin.varshney1781,0,0,41,5,2015-12-08,NV BI Services,,,,https://public.tableau.com/app/profile/nitin.varshney1781,United States,California,
Cheryl Malynn,False,2015-11-01,cheryl.malynn,3,0,0,0,,Adventist Health,,,,https://public.tableau.com/app/profile/cheryl.malynn,United States,California,Roseville
